Mn_molar_fraction,Fe_molar_fraction,Co_molar_fraction,Ni_molar_fraction,Cu_molar_fraction,Ta_molar_fraction,overpotential_V
0.0,0.2,0.0,0.0,0.5,0.3,0.422779
0.1,0.3,0.0,0.5,0.1,0.0,0.42955
0.0,0.0,0.0,0.4,0.0,0.6,0.515243
0.6,0.3,0.0,0.0,0.1,0.0,0.390109
0.0,0.0,0.1,0.1,0.2,0.6,0.456156
0.0,0.1,0.8,0.1,0.0,0.0,0.465052
0.4,0.1,0.1,0.0,0.0,0.4,0.4246029999999999
0.6,0.0,0.1,0.2,0.1,0.0,0.451925
0.0,0.1,0.2,0.0,0.3,0.4,0.451258
0.0,0.3,0.5,0.0,0.1,0.1,0.431643
0.0,0.0,0.5,0.2,0.1,0.2,0.475929
0.2,0.2,0.5,0.1,0.0,0.0,0.44723
0.1,0.0,0.2,0.0,0.3,0.4,0.459921
0.1,0.0,0.3,0.0,0.6,0.0,0.434357
0.0,0.0,0.3,0.2,0.5,0.0,0.433511
0.0,0.1,0.2,0.4,0.3,0.0,0.426726
0.2,0.2,0.1,0.0,0.5,0.0,0.422843
0.2,0.4,0.1,0.0,0.0,0.3,0.430356
0.6,0.2,0.0,0.0,0.1,0.1,0.395409
0.0,0.0,0.2,0.3,0.4,0.1,0.43427
0.0,0.0,0.3,0.4,0.3,0.0,0.440976
0.3,0.4,0.0,0.2,0.1,0.0,0.3951469999999999
0.0,0.8,0.0,0.1,0.1,0.0,0.409676
0.3,0.0,0.1,0.0,0.3,0.3,0.45025
0.2,0.0,0.4,0.0,0.1,0.3,0.461937
0.1,0.4,0.4,0.1,0.0,0.0,0.440056
0.3,0.3,0.3,0.1,0.0,0.0,0.445634
0.0,0.3,0.2,0.0,0.0,0.5,0.506846
0.1,0.0,0.0,0.3,0.6,0.0,0.413454
0.4,0.1,0.3,0.0,0.2,0.0,0.405544
0.5,0.0,0.1,0.4,0.0,0.0,0.461046
0.1,0.0,0.1,0.0,0.5,0.3,0.4495939999999999
0.0,0.1,0.0,0.0,0.5,0.4,0.431967
0.0,0.0,0.6,0.1,0.1,0.2,0.469235
0.0,0.3,0.0,0.3,0.4,0.0,0.418379
0.1,0.0,0.0,0.4,0.4,0.1,0.419652
0.0,0.2,0.4,0.1,0.0,0.3,0.492095
0.1,0.2,0.0,0.5,0.0,0.2,0.478839
0.1,0.3,0.5,0.0,0.0,0.1,0.4332359999999999
0.4,0.0,0.2,0.0,0.4,0.0,0.4220609999999999
0.0,0.1,0.7,0.2,0.0,0.0,0.460509
0.0,0.0,0.1,0.1,0.5,0.3,0.4398829999999999
0.2,0.0,0.6,0.1,0.0,0.1,0.495172
0.2,0.0,0.0,0.1,0.2,0.5,0.440768
0.3,0.0,0.0,0.6,0.0,0.1,0.459557
0.0,0.0,0.1,0.5,0.0,0.4,0.499671
0.4,0.0,0.0,0.1,0.4,0.1,0.438506
0.2,0.5,0.0,0.1,0.2,0.0,0.413699
0.1,0.3,0.6,0.0,0.0,0.0,0.396334
0.5,0.0,0.0,0.5,0.0,0.0,0.4413359999999999
0.0,0.1,0.1,0.0,0.3,0.5,0.4429149999999999
0.1,0.0,0.5,0.0,0.0,0.4,0.501925
0.0,0.0,0.1,0.4,0.3,0.2,0.444951
0.1,0.2,0.6,0.1,0.0,0.0,0.444525
0.2,0.3,0.0,0.1,0.0,0.4,0.422838
0.2,0.1,0.0,0.0,0.7,0.0,0.413606
0.0,0.0,0.0,0.0,0.6,0.4,0.423018
0.6,0.1,0.0,0.1,0.0,0.2,0.395683
0.2,0.0,0.0,0.7,0.1,0.0,0.4306239999999999
0.1,0.7,0.1,0.1,0.0,0.0,0.419634
0.0,0.0,0.0,0.1,0.5,0.4,0.4394119999999999
0.0,0.3,0.1,0.1,0.0,0.5,0.502375
0.5,0.0,0.2,0.3,0.0,0.0,0.482629
0.0,0.4,0.3,0.0,0.1,0.2,0.441795
0.1,0.4,0.0,0.2,0.0,0.3,0.448417
0.7,0.1,0.0,0.0,0.0,0.2,0.38629
0.6,0.4,0.0,0.0,0.0,0.0,0.365763
0.1,0.1,0.0,0.1,0.0,0.7,0.461462
0.0,0.3,0.4,0.0,0.1,0.2,0.452709
0.2,0.0,0.0,0.6,0.1,0.1,0.441126
0.1,0.0,0.0,0.7,0.2,0.0,0.428843
0.5,0.2,0.2,0.1,0.0,0.0,0.4393319999999999
0.0,0.0,0.1,0.4,0.1,0.4,0.462851
0.0,0.0,0.0,0.7,0.3,0.0,0.426245
0.0,0.5,0.0,0.0,0.2,0.3,0.428181
0.3,0.3,0.0,0.3,0.1,0.0,0.40223
0.1,0.2,0.6,0.0,0.1,0.0,0.4062179999999999
0.4,0.2,0.1,0.0,0.3,0.0,0.408182
0.5,0.0,0.0,0.0,0.5,0.0,0.424089
0.4,0.0,0.0,0.1,0.0,0.5,0.4403579999999999
0.1,0.1,0.7,0.0,0.1,0.0,0.418483
0.4,0.1,0.0,0.3,0.2,0.0,0.390451
0.5,0.0,0.0,0.0,0.3,0.2,0.427659
0.3,0.0,0.2,0.0,0.3,0.2,0.441646
0.0,0.1,0.0,0.1,0.6,0.2,0.407058
0.0,0.2,0.1,0.4,0.0,0.3,0.446304
0.2,0.5,0.1,0.0,0.2,0.0,0.4129319999999999
0.0,0.6,0.1,0.1,0.0,0.2,0.460709
0.0,0.3,0.4,0.0,0.3,0.0,0.4103
0.1,0.2,0.5,0.2,0.0,0.0,0.438926
0.0,0.1,0.0,0.4,0.2,0.3,0.445957
0.0,0.0,0.5,0.0,0.1,0.4,0.447067
0.0,0.0,0.0,0.5,0.5,0.0,0.408956
0.0,0.1,0.1,0.4,0.0,0.4,0.479272
0.1,0.0,0.1,0.2,0.0,0.6,0.49315
0.0,0.1,0.7,0.1,0.0,0.1,0.459151
0.0,0.1,0.5,0.0,0.4,0.0,0.41043
0.1,0.0,0.4,0.4,0.1,0.0,0.442641
0.0,0.3,0.0,0.3,0.3,0.1,0.418512
0.6,0.3,0.0,0.1,0.0,0.0,0.401779
0.1,0.2,0.0,0.3,0.0,0.4,0.4586199999999999
0.3,0.1,0.0,0.1,0.5,0.0,0.409143
0.1,0.0,0.0,0.3,0.1,0.5,0.441433
0.7,0.0,0.0,0.0,0.1,0.2,0.4319489999999999
0.5,0.0,0.1,0.2,0.0,0.2,0.466367
0.2,0.0,0.1,0.4,0.3,0.0,0.42766
0.0,0.2,0.4,0.1,0.3,0.0,0.4295739999999999
0.0,0.2,0.0,0.1,0.0,0.7,0.482088
0.3,0.0,0.4,0.0,0.3,0.0,0.428062
0.1,0.0,0.5,0.0,0.2,0.2,0.458921
0.0,0.0,0.0,0.1,0.1,0.8,0.440247
0.0,0.7,0.1,0.1,0.1,0.0,0.408024
0.1,0.0,0.0,0.2,0.7,0.0,0.4165689999999999
0.8,0.0,0.0,0.0,0.1,0.1,0.431
0.3,0.4,0.0,0.0,0.0,0.3,0.402563
0.0,0.1,0.0,0.1,0.2,0.6,0.443053
0.1,0.0,0.2,0.2,0.0,0.5,0.4604319999999999
0.5,0.0,0.0,0.1,0.3,0.1,0.4118479999999999
0.0,0.1,0.1,0.0,0.6,0.2,0.408491
0.1,0.0,0.3,0.0,0.3,0.3,0.446883
0.4,0.3,0.1,0.0,0.2,0.0,0.381334
0.3,0.0,0.0,0.2,0.5,0.0,0.419386
0.0,0.6,0.3,0.0,0.1,0.0,0.408498
0.4,0.0,0.6,0.0,0.0,0.0,0.415412
0.0,0.2,0.1,0.7,0.0,0.0,0.4452859999999999
0.5,0.1,0.0,0.2,0.2,0.0,0.412037
0.0,0.0,0.4,0.3,0.2,0.1,0.430668
0.0,0.2,0.3,0.4,0.1,0.0,0.418968
0.1,0.0,0.0,0.0,0.8,0.1,0.4087199999999999
0.8,0.1,0.0,0.0,0.1,0.0,0.374693
0.2,0.3,0.0,0.1,0.4,0.0,0.403767
0.1,0.0,0.1,0.8,0.0,0.0,0.439081
0.0,0.0,0.6,0.4,0.0,0.0,0.4610039999999999
0.1,0.4,0.0,0.4,0.1,0.0,0.421109
0.1,0.0,0.2,0.0,0.2,0.5,0.4171569999999999
0.0,0.3,0.3,0.0,0.2,0.2,0.439754
0.1,0.4,0.0,0.1,0.0,0.4,0.41894
0.0,0.3,0.6,0.0,0.1,0.0,0.412642
0.2,0.1,0.4,0.3,0.0,0.0,0.420788
0.2,0.2,0.0,0.1,0.0,0.5,0.4151149999999999
0.0,0.2,0.2,0.1,0.0,0.5,0.428374
0.0,0.0,0.0,0.5,0.4,0.1,0.419089
0.5,0.0,0.2,0.1,0.0,0.2,0.446032
0.2,0.0,0.1,0.5,0.0,0.2,0.429677
0.2,0.3,0.0,0.5,0.0,0.0,0.391256
0.0,0.1,0.3,0.1,0.5,0.0,0.399232
0.3,0.2,0.0,0.2,0.0,0.3,0.39532
0.6,0.0,0.0,0.0,0.3,0.1,0.399834
0.2,0.4,0.0,0.0,0.1,0.3,0.396706
0.4,0.0,0.1,0.0,0.2,0.3,0.412029
0.5,0.0,0.1,0.0,0.4,0.0,0.417908
0.2,0.0,0.0,0.2,0.1,0.5,0.437033
0.0,0.2,0.1,0.1,0.0,0.6,0.465964
0.1,0.2,0.0,0.0,0.1,0.6,0.428022
0.0,0.2,0.1,0.0,0.2,0.5,0.418385
0.2,0.2,0.3,0.0,0.0,0.3,0.420326
0.0,0.0,0.3,0.3,0.1,0.3,0.44303
0.3,0.0,0.1,0.5,0.0,0.1,0.450214
0.0,0.3,0.2,0.3,0.0,0.2,0.447714
0.4,0.0,0.1,0.0,0.1,0.4,0.419653
0.0,0.0,0.1,0.3,0.0,0.6,0.4351109999999999
0.1,0.0,0.0,0.8,0.0,0.1,0.407337
0.2,0.0,0.1,0.5,0.2,0.0,0.42663
0.0,0.2,0.5,0.0,0.0,0.3,0.483088
0.5,0.4,0.1,0.0,0.0,0.0,0.387406
0.1,0.1,0.6,0.2,0.0,0.0,0.4236229999999999
0.0,0.4,0.0,0.1,0.4,0.1,0.41147
0.1,0.2,0.3,0.4,0.0,0.0,0.4132439999999999
0.3,0.0,0.1,0.0,0.0,0.6,0.402919
0.2,0.4,0.3,0.0,0.0,0.1,0.408852
0.0,0.1,0.0,0.4,0.1,0.4,0.430863
0.1,0.0,0.0,0.1,0.1,0.7,0.418231
0.5,0.1,0.1,0.0,0.3,0.0,0.398447
0.0,0.3,0.6,0.1,0.0,0.0,0.413202
0.0,0.2,0.1,0.0,0.1,0.6,0.408065
0.1,0.3,0.0,0.1,0.0,0.5,0.408429
0.5,0.1,0.2,0.0,0.0,0.2,0.398555
0.4,0.0,0.0,0.2,0.0,0.4,0.4091079999999999
0.0,0.6,0.2,0.1,0.0,0.1,0.4222359999999999
0.0,0.0,0.3,0.4,0.2,0.1,0.421861
0.0,0.1,0.2,0.2,0.5,0.0,0.4246439999999999
0.0,0.4,0.1,0.0,0.0,0.5,0.403461
0.3,0.2,0.4,0.0,0.0,0.1,0.395999
0.3,0.0,0.0,0.3,0.3,0.1,0.3850929999999999
0.0,0.0,0.0,0.0,0.5,0.5,0.4002989999999999
0.0,0.4,0.0,0.4,0.2,0.0,0.3957739999999999
0.2,0.5,0.3,0.0,0.0,0.0,0.375206
0.0,0.1,0.1,0.0,0.7,0.1,0.397336
0.0,0.5,0.2,0.0,0.0,0.3,0.403078
0.2,0.1,0.6,0.0,0.1,0.0,0.391372
0.1,0.7,0.2,0.0,0.0,0.0,0.393801
0.3,0.3,0.4,0.0,0.0,0.0,0.374771
0.0,0.0,0.5,0.2,0.0,0.3,0.39083
0.0,0.5,0.0,0.2,0.3,0.0,0.390571
0.3,0.2,0.3,0.2,0.0,0.0,0.413062
0.3,0.1,0.3,0.0,0.0,0.3,0.4373689999999999
0.0,0.6,0.1,0.0,0.0,0.3,0.4170859999999999
0.1,0.1,0.0,0.0,0.0,0.8,0.430429
0.2,0.3,0.0,0.0,0.2,0.3,0.393626
0.1,0.5,0.0,0.0,0.1,0.3,0.399457
0.0,0.1,0.0,0.6,0.0,0.3,0.4578939999999999
0.0,0.3,0.5,0.1,0.0,0.1,0.45903
0.2,0.0,0.0,0.2,0.5,0.1,0.419567
0.2,0.0,0.4,0.1,0.0,0.3,0.475879
0.3,0.0,0.7,0.0,0.0,0.0,0.44852
0.3,0.0,0.0,0.1,0.1,0.5,0.4400229999999999
0.2,0.4,0.0,0.4,0.0,0.0,0.430551
0.2,0.1,0.0,0.0,0.4,0.3,0.405912
0.1,0.5,0.1,0.3,0.0,0.0,0.43218
0.3,0.0,0.2,0.5,0.0,0.0,0.4362729999999999
0.0,0.5,0.1,0.0,0.4,0.0,0.4116829999999999
0.3,0.0,0.3,0.4,0.0,0.0,0.439859
0.1,0.0,0.0,0.2,0.0,0.7,0.478239
0.6,0.0,0.1,0.0,0.3,0.0,0.431567
0.2,0.0,0.0,0.4,0.1,0.3,0.4352609999999999
0.0,0.0,0.0,0.3,0.4,0.3,0.441856
0.0,0.3,0.1,0.0,0.3,0.3,0.424716
0.3,0.3,0.0,0.0,0.0,0.4,0.407124
0.1,0.0,0.0,0.1,0.2,0.6,0.435076
0.0,0.1,0.0,0.4,0.4,0.1,0.422245
0.4,0.0,0.0,0.3,0.0,0.3,0.443935
0.1,0.8,0.0,0.0,0.0,0.1,0.423677
0.2,0.0,0.0,0.3,0.1,0.4,0.432214
0.4,0.0,0.5,0.1,0.0,0.0,0.483843
0.6,0.1,0.2,0.0,0.0,0.1,0.415286
0.4,0.4,0.0,0.1,0.1,0.0,0.404365
0.3,0.2,0.0,0.5,0.0,0.0,0.428888
0.2,0.0,0.0,0.5,0.1,0.2,0.430088
0.6,0.0,0.0,0.4,0.0,0.0,0.438339
0.0,0.5,0.0,0.0,0.4,0.1,0.414946
0.1,0.0,0.0,0.0,0.0,0.9,0.4676909999999999
0.2,0.2,0.5,0.0,0.1,0.0,0.410361
0.0,0.0,0.2,0.2,0.3,0.3,0.442097
0.0,0.0,0.5,0.3,0.1,0.1,0.4645859999999999
0.0,0.0,0.0,0.4,0.6,0.0,0.416627
0.0,0.3,0.0,0.1,0.1,0.5,0.4321819999999999
0.4,0.0,0.1,0.3,0.2,0.0,0.432871
0.1,0.1,0.0,0.0,0.4,0.4,0.428037
0.0,0.1,0.3,0.4,0.0,0.2,0.452231
0.3,0.1,0.4,0.2,0.0,0.0,0.447932
0.0,0.1,0.6,0.0,0.3,0.0,0.41243
0.2,0.4,0.0,0.0,0.3,0.1,0.409042
0.0,0.5,0.2,0.0,0.2,0.1,0.432133
0.0,0.0,0.4,0.1,0.5,0.0,0.4300529999999999
0.2,0.0,0.5,0.0,0.3,0.0,0.441979
0.1,0.2,0.4,0.0,0.3,0.0,0.410251
0.0,0.0,0.1,0.6,0.0,0.3,0.447067
0.1,0.1,0.0,0.0,0.7,0.1,0.422372
0.1,0.0,0.3,0.1,0.0,0.5,0.448355
0.2,0.1,0.4,0.0,0.0,0.3,0.406338
0.0,0.0,0.2,0.6,0.1,0.1,0.419909
0.1,0.6,0.0,0.0,0.0,0.3,0.4176479999999999
0.1,0.0,0.5,0.1,0.3,0.0,0.414637
0.0,0.0,0.4,0.1,0.0,0.5,0.425825
0.0,0.5,0.1,0.1,0.0,0.3,0.413512
0.3,0.0,0.2,0.2,0.0,0.3,0.4582479999999999
0.0,0.0,0.1,0.8,0.0,0.1,0.435355
0.2,0.0,0.0,0.1,0.5,0.2,0.423101
0.0,0.0,0.3,0.5,0.1,0.1,0.438037
0.1,0.4,0.2,0.0,0.3,0.0,0.4132909999999999
0.2,0.1,0.2,0.0,0.5,0.0,0.411293
0.1,0.1,0.0,0.3,0.5,0.0,0.393362
0.1,0.3,0.0,0.0,0.3,0.3,0.395553
0.3,0.2,0.2,0.0,0.3,0.0,0.407053
0.1,0.3,0.2,0.4,0.0,0.0,0.43273
0.0,0.0,0.5,0.1,0.4,0.0,0.417072
0.4,0.2,0.4,0.0,0.0,0.0,0.398576
0.0,0.0,0.0,0.4,0.2,0.4,0.4200239999999999
0.0,0.2,0.0,0.7,0.0,0.1,0.418097
0.9,0.0,0.0,0.1,0.0,0.0,0.414214
0.0,0.0,0.1,0.2,0.2,0.5,0.409171
0.0,0.0,0.3,0.3,0.0,0.4,0.421239
0.2,0.0,0.1,0.6,0.1,0.0,0.43478
0.1,0.0,0.1,0.5,0.0,0.3,0.423376
0.0,0.1,0.5,0.0,0.2,0.2,0.4332479999999999
0.0,0.0,0.1,0.0,0.0,0.9,0.476568
0.0,0.0,0.1,0.2,0.0,0.7,0.443476
0.2,0.4,0.1,0.0,0.3,0.0,0.409337
0.1,0.7,0.0,0.0,0.2,0.0,0.408048
0.0,0.3,0.2,0.1,0.4,0.0,0.40842
0.5,0.3,0.0,0.2,0.0,0.0,0.389967
0.0,0.1,0.2,0.5,0.2,0.0,0.411572
0.3,0.2,0.0,0.0,0.0,0.5,0.411386
0.3,0.0,0.0,0.3,0.2,0.2,0.406141
0.2,0.4,0.3,0.0,0.1,0.0,0.394698
0.0,0.0,0.3,0.0,0.7,0.0,0.412692
0.1,0.0,0.2,0.5,0.2,0.0,0.402462
0.3,0.0,0.0,0.2,0.1,0.4,0.4102689999999999
0.2,0.3,0.3,0.0,0.0,0.2,0.421626
0.3,0.0,0.0,0.0,0.5,0.2,0.393085
0.2,0.3,0.0,0.3,0.2,0.0,0.396536
0.1,0.2,0.0,0.6,0.1,0.0,0.4186899999999999
0.1,0.1,0.4,0.0,0.4,0.0,0.403393
0.1,0.1,0.6,0.0,0.0,0.2,0.422303
0.3,0.5,0.2,0.0,0.0,0.0,0.3816739999999999
0.4,0.0,0.3,0.0,0.1,0.2,0.416958
0.5,0.1,0.0,0.2,0.0,0.2,0.400784
0.0,0.1,0.1,0.5,0.3,0.0,0.4259949999999999
0.0,0.1,0.0,0.2,0.0,0.7,0.443058
0.1,0.0,0.0,0.0,0.1,0.8,0.416076
0.1,0.3,0.2,0.0,0.4,0.0,0.403878
0.0,0.2,0.1,0.5,0.2,0.0,0.408538
0.1,0.2,0.0,0.1,0.6,0.0,0.40455
0.4,0.0,0.1,0.0,0.3,0.2,0.40807
0.2,0.0,0.1,0.7,0.0,0.0,0.394994
0.0,0.0,0.3,0.1,0.4,0.2,0.439984
0.1,0.0,0.1,0.3,0.0,0.5,0.423529
0.3,0.0,0.1,0.1,0.5,0.0,0.415834
0.2,0.0,0.2,0.0,0.3,0.3,0.419113
0.0,0.3,0.3,0.1,0.3,0.0,0.421577
0.1,0.2,0.0,0.0,0.3,0.4,0.410894
0.0,0.1,0.3,0.0,0.2,0.4,0.429439
0.5,0.0,0.1,0.3,0.1,0.0,0.430946
0.0,0.1,0.4,0.0,0.4,0.1,0.415456
0.2,0.2,0.1,0.0,0.0,0.5,0.405217
0.1,0.0,0.4,0.2,0.3,0.0,0.4305479999999999
0.0,0.3,0.3,0.4,0.0,0.0,0.426583
0.0,0.7,0.0,0.0,0.1,0.2,0.42468
0.2,0.0,0.3,0.0,0.4,0.1,0.435978
0.0,0.0,0.2,0.5,0.1,0.2,0.446667
0.1,0.6,0.0,0.2,0.1,0.0,0.402008
0.0,0.4,0.3,0.3,0.0,0.0,0.43509
0.4,0.2,0.1,0.0,0.0,0.3,0.39024
0.1,0.0,0.0,0.6,0.3,0.0,0.398105
0.5,0.1,0.0,0.0,0.2,0.2,0.388833
0.2,0.0,0.2,0.0,0.1,0.5,0.420947
0.4,0.0,0.2,0.0,0.3,0.1,0.4314949999999999
0.7,0.0,0.1,0.0,0.1,0.1,0.430164
0.2,0.0,0.0,0.5,0.2,0.1,0.422929
0.0,0.4,0.0,0.1,0.3,0.2,0.414246
0.5,0.0,0.2,0.2,0.0,0.1,0.458646
0.0,0.5,0.4,0.0,0.1,0.0,0.420177
0.3,0.1,0.2,0.4,0.0,0.0,0.446343
0.1,0.2,0.1,0.0,0.0,0.6,0.4549189999999999
0.3,0.0,0.0,0.2,0.3,0.2,0.428897
0.1,0.0,0.3,0.5,0.0,0.1,0.461032
0.1,0.5,0.1,0.0,0.3,0.0,0.4220319999999999
0.0,0.5,0.4,0.1,0.0,0.0,0.4372149999999999
0.2,0.0,0.0,0.1,0.0,0.7,0.4747149999999999
0.0,0.4,0.6,0.0,0.0,0.0,0.421638
0.1,0.0,0.0,0.2,0.3,0.4,0.419067
0.0,0.4,0.0,0.0,0.0,0.6,0.448056
0.0,0.4,0.1,0.0,0.1,0.4,0.432058
0.3,0.2,0.4,0.0,0.1,0.0,0.401603
0.2,0.0,0.0,0.3,0.4,0.1,0.411371
0.0,0.2,0.3,0.3,0.2,0.0,0.428029
0.0,0.2,0.2,0.5,0.1,0.0,0.42198
0.3,0.1,0.1,0.5,0.0,0.0,0.428214
0.2,0.2,0.5,0.0,0.0,0.1,0.4242829999999999
0.3,0.5,0.0,0.0,0.0,0.2,0.398848
0.4,0.3,0.0,0.0,0.1,0.2,0.396883
0.4,0.0,0.3,0.0,0.0,0.3,0.448395
0.1,0.4,0.0,0.0,0.3,0.2,0.417605
0.7,0.0,0.2,0.1,0.0,0.0,0.442248
0.0,0.0,0.1,0.4,0.4,0.1,0.427883
0.2,0.1,0.0,0.5,0.0,0.2,0.442538
0.4,0.4,0.1,0.0,0.0,0.1,0.405062
0.1,0.4,0.5,0.0,0.0,0.0,0.397902
0.4,0.0,0.3,0.2,0.1,0.0,0.4474979999999999
0.1,0.0,0.7,0.1,0.0,0.1,0.466877
0.1,0.0,0.0,0.9,0.0,0.0,0.4408829999999999
0.0,0.0,0.5,0.0,0.3,0.2,0.4482609999999999
0.0,0.2,0.1,0.0,0.6,0.1,0.408736
0.3,0.0,0.0,0.4,0.3,0.0,0.413805
0.2,0.0,0.0,0.3,0.2,0.3,0.425412
0.3,0.4,0.1,0.2,0.0,0.0,0.419559
0.0,0.3,0.0,0.0,0.3,0.4,0.428196
0.0,0.6,0.0,0.1,0.2,0.1,0.421343
0.4,0.0,0.0,0.1,0.1,0.4,0.428343
0.0,0.1,0.0,0.2,0.1,0.6,0.462002
0.1,0.2,0.0,0.3,0.4,0.0,0.406736
0.0,0.2,0.3,0.1,0.0,0.4,0.475793
0.4,0.0,0.0,0.5,0.0,0.1,0.4372649999999999
0.1,0.0,0.0,0.2,0.5,0.2,0.4112159999999999
0.2,0.3,0.1,0.0,0.0,0.4,0.424317
0.0,0.0,0.1,0.9,0.0,0.0,0.442015
0.5,0.1,0.3,0.1,0.0,0.0,0.427511
0.0,0.4,0.1,0.3,0.0,0.2,0.451608
0.2,0.3,0.0,0.0,0.0,0.5,0.410491
0.1,0.3,0.5,0.0,0.1,0.0,0.401072
0.2,0.0,0.5,0.1,0.2,0.0,0.424502
0.3,0.4,0.2,0.0,0.1,0.0,0.388394
0.0,0.0,0.2,0.4,0.4,0.0,0.424854
0.0,0.3,0.1,0.2,0.0,0.4,0.423496
0.1,0.0,0.4,0.4,0.0,0.1,0.458356
0.0,0.6,0.0,0.1,0.1,0.2,0.41185
0.3,0.1,0.2,0.0,0.4,0.0,0.396393
0.3,0.0,0.3,0.0,0.3,0.1,0.412143
0.4,0.0,0.0,0.4,0.2,0.0,0.41743
0.4,0.3,0.0,0.0,0.3,0.0,0.378136
0.0,0.8,0.1,0.1,0.0,0.0,0.423284
0.0,0.3,0.1,0.0,0.1,0.5,0.429713
0.1,0.1,0.3,0.5,0.0,0.0,0.436608
0.0,0.2,0.2,0.1,0.5,0.0,0.403506
0.2,0.0,0.0,0.0,0.3,0.5,0.414735
0.0,0.1,0.3,0.0,0.1,0.5,0.453463
0.0,0.4,0.0,0.5,0.1,0.0,0.414993
0.6,0.1,0.3,0.0,0.0,0.0,0.386466
0.1,0.1,0.5,0.3,0.0,0.0,0.44054
0.0,0.0,0.1,0.0,0.3,0.6,0.427933
0.0,0.7,0.0,0.1,0.2,0.0,0.403947
0.6,0.2,0.1,0.1,0.0,0.0,0.428588
0.0,0.0,0.3,0.0,0.3,0.4,0.451162
0.6,0.0,0.4,0.0,0.0,0.0,0.422907
0.1,0.0,0.2,0.6,0.1,0.0,0.423354
0.1,0.1,0.0,0.1,0.7,0.0,0.407168
0.0,0.0,0.3,0.4,0.1,0.2,0.408977
0.5,0.1,0.2,0.0,0.2,0.0,0.386621
0.6,0.0,0.3,0.0,0.1,0.0,0.403903
0.0,0.7,0.2,0.1,0.0,0.0,0.422435
0.1,0.1,0.8,0.0,0.0,0.0,0.405091
0.2,0.4,0.0,0.3,0.0,0.1,0.419488
0.5,0.2,0.0,0.2,0.0,0.1,0.381723
0.3,0.1,0.0,0.3,0.3,0.0,0.377956
0.1,0.0,0.1,0.6,0.0,0.2,0.4493
0.0,0.0,0.4,0.1,0.1,0.4,0.42011
0.1,0.0,0.5,0.0,0.1,0.3,0.42868
0.1,0.0,0.0,0.3,0.2,0.4,0.439562
0.3,0.0,0.2,0.1,0.4,0.0,0.417854
0.1,0.1,0.0,0.7,0.0,0.1,0.406697
0.4,0.1,0.4,0.1,0.0,0.0,0.408309
0.2,0.1,0.3,0.0,0.4,0.0,0.416005
0.1,0.0,0.6,0.0,0.3,0.0,0.431004
0.1,0.0,0.1,0.3,0.5,0.0,0.414625
0.3,0.1,0.0,0.2,0.4,0.0,0.398325
0.3,0.6,0.1,0.0,0.0,0.0,0.36964
0.2,0.4,0.0,0.1,0.3,0.0,0.396503
0.1,0.0,0.0,0.2,0.4,0.3,0.392617
0.0,0.4,0.1,0.2,0.3,0.0,0.415016
0.4,0.0,0.3,0.2,0.0,0.1,0.429883
0.1,0.3,0.0,0.1,0.5,0.0,0.397897
0.0,0.2,0.2,0.0,0.1,0.5,0.424957
0.1,0.5,0.0,0.1,0.0,0.3,0.411441
0.1,0.3,0.0,0.0,0.6,0.0,0.403525
0.5,0.3,0.0,0.0,0.0,0.2,0.380399
0.5,0.0,0.2,0.0,0.2,0.1,0.4164779999999999
0.0,0.0,0.8,0.1,0.0,0.1,0.429814
0.0,0.0,0.9,0.1,0.0,0.0,0.453036
0.4,0.0,0.0,0.1,0.5,0.0,0.414178
0.6,0.0,0.0,0.2,0.1,0.1,0.426597
0.0,0.3,0.5,0.0,0.2,0.0,0.4115649999999999
0.4,0.0,0.1,0.1,0.0,0.4,0.4296899999999999
0.1,0.6,0.2,0.0,0.1,0.0,0.389767
0.0,0.1,0.1,0.1,0.7,0.0,0.3922489999999999
0.0,0.5,0.1,0.3,0.1,0.0,0.392852
0.0,0.7,0.1,0.0,0.1,0.1,0.402283
0.3,0.3,0.1,0.3,0.0,0.0,0.423988
0.0,0.1,0.0,0.0,0.0,0.9,0.495483
0.2,0.1,0.1,0.0,0.6,0.0,0.405859
0.0,0.5,0.0,0.1,0.4,0.0,0.389207
0.6,0.1,0.2,0.0,0.1,0.0,0.377669
0.1,0.0,0.4,0.2,0.0,0.3,0.4536199999999999
0.0,0.0,0.2,0.0,0.4,0.4,0.418114
0.1,0.0,0.1,0.0,0.0,0.8,0.466172
0.1,0.0,0.0,0.4,0.2,0.3,0.4403829999999999
0.2,0.3,0.0,0.0,0.5,0.0,0.410896
0.2,0.0,0.0,0.2,0.3,0.3,0.41575
0.0,0.0,0.4,0.0,0.1,0.5,0.4454939999999999
0.3,0.0,0.1,0.3,0.0,0.3,0.465909
0.0,0.0,0.0,0.9,0.0,0.1,0.450654
0.1,0.3,0.3,0.0,0.0,0.3,0.439014
0.0,0.0,0.2,0.3,0.5,0.0,0.419701
0.1,0.2,0.0,0.0,0.0,0.7,0.4344479999999999
0.0,0.1,0.1,0.0,0.1,0.7,0.446221
0.1,0.6,0.1,0.0,0.0,0.2,0.42833
0.0,0.0,0.3,0.2,0.1,0.4,0.4538439999999999
0.0,0.0,0.3,0.5,0.2,0.0,0.432478
0.0,0.2,0.2,0.3,0.0,0.3,0.468329
0.2,0.6,0.1,0.0,0.1,0.0,0.402881
