Mn_molar_fraction,Fe_molar_fraction,Co_molar_fraction,Ni_molar_fraction,La_molar_fraction,Ce_molar_fraction,overpotential_V
0.0,0.0,0.1,0.1,0.2,0.6,0.4203409999999999
0.0,0.1,0.8,0.1,0.0,0.0,0.5378
0.4,0.1,0.1,0.0,0.0,0.4,0.380648
0.6,0.0,0.1,0.2,0.1,0.0,0.379159
0.0,0.1,0.2,0.0,0.3,0.4,0.434243
0.0,0.3,0.5,0.0,0.1,0.1,0.465693
0.0,0.0,0.5,0.2,0.1,0.2,0.47658
0.2,0.2,0.5,0.1,0.0,0.0,0.4416739999999999
0.1,0.0,0.2,0.0,0.3,0.4,0.436326
0.1,0.0,0.3,0.0,0.6,0.0,0.440895
0.0,0.0,0.3,0.2,0.5,0.0,0.424063
0.0,0.1,0.2,0.4,0.3,0.0,0.379584
0.2,0.2,0.1,0.0,0.5,0.0,0.377375
0.2,0.4,0.1,0.0,0.0,0.3,0.368456
0.6,0.2,0.0,0.0,0.1,0.1,0.356898
0.0,0.0,0.2,0.3,0.4,0.1,0.402148
0.0,0.0,0.3,0.4,0.3,0.0,0.427328
0.3,0.4,0.0,0.2,0.1,0.0,0.363553
0.0,0.8,0.0,0.1,0.1,0.0,0.385954
0.3,0.0,0.1,0.0,0.3,0.3,0.411952
0.2,0.0,0.4,0.0,0.1,0.3,0.4629109999999999
0.1,0.4,0.4,0.1,0.0,0.0,0.4428729999999999
0.3,0.3,0.3,0.1,0.0,0.0,0.406974
0.0,0.3,0.2,0.0,0.0,0.5,0.49451
0.1,0.0,0.0,0.3,0.6,0.0,0.399517
0.4,0.1,0.3,0.0,0.2,0.0,0.398169
0.5,0.0,0.1,0.4,0.0,0.0,0.428912
0.1,0.0,0.1,0.0,0.5,0.3,0.429731
0.0,0.1,0.0,0.0,0.5,0.4,0.402627
0.0,0.0,0.6,0.1,0.1,0.2,0.533443
0.0,0.3,0.0,0.3,0.4,0.0,0.411135
0.1,0.0,0.0,0.4,0.4,0.1,0.425411
0.0,0.2,0.4,0.1,0.0,0.3,0.434738
0.1,0.2,0.0,0.5,0.0,0.2,0.44971
0.1,0.3,0.5,0.0,0.0,0.1,0.449604
0.4,0.0,0.2,0.0,0.4,0.0,0.412389
0.0,0.1,0.7,0.2,0.0,0.0,0.511584
0.0,0.0,0.1,0.1,0.5,0.3,0.4538
0.2,0.0,0.6,0.1,0.0,0.1,0.463267
0.2,0.0,0.0,0.1,0.2,0.5,0.423726
0.3,0.0,0.0,0.6,0.0,0.1,0.500007
0.0,0.0,0.1,0.5,0.0,0.4,0.545608
0.4,0.0,0.0,0.1,0.4,0.1,0.379865
0.2,0.5,0.0,0.1,0.2,0.0,0.380184
0.1,0.3,0.6,0.0,0.0,0.0,0.4500699999999999
0.5,0.0,0.0,0.5,0.0,0.0,0.396073
0.0,0.1,0.1,0.0,0.3,0.5,0.40515
0.1,0.0,0.5,0.0,0.0,0.4,0.437377
0.0,0.0,0.1,0.4,0.3,0.2,0.427571
0.1,0.2,0.6,0.1,0.0,0.0,0.462922
0.2,0.3,0.0,0.1,0.0,0.4,0.374638
0.2,0.1,0.0,0.0,0.7,0.0,0.397136
0.0,0.0,0.0,0.0,0.6,0.4,0.439374
0.6,0.1,0.0,0.1,0.0,0.2,0.362666
0.2,0.0,0.0,0.7,0.1,0.0,0.392259
0.1,0.7,0.1,0.1,0.0,0.0,0.389777
0.0,0.0,0.0,0.1,0.5,0.4,0.434667
0.0,0.3,0.1,0.1,0.0,0.5,0.512009
0.5,0.0,0.2,0.3,0.0,0.0,0.407757
0.0,0.4,0.3,0.0,0.1,0.2,0.43317
0.1,0.4,0.0,0.2,0.0,0.3,0.410317
0.7,0.1,0.0,0.0,0.0,0.2,0.371096
0.6,0.4,0.0,0.0,0.0,0.0,0.368265
0.1,0.1,0.0,0.1,0.0,0.7,0.404574
0.0,0.3,0.4,0.0,0.1,0.2,0.467103
0.2,0.0,0.0,0.6,0.1,0.1,0.432956
0.1,0.0,0.0,0.7,0.2,0.0,0.376349
0.5,0.2,0.2,0.1,0.0,0.0,0.39804
0.0,0.0,0.1,0.4,0.1,0.4,0.484969
0.0,0.0,0.0,0.7,0.3,0.0,0.3892239999999999
0.0,0.5,0.0,0.0,0.2,0.3,0.415264
0.3,0.3,0.0,0.3,0.1,0.0,0.358066
0.1,0.2,0.6,0.0,0.1,0.0,0.43159
0.4,0.2,0.1,0.0,0.3,0.0,0.358622
0.5,0.0,0.0,0.0,0.5,0.0,0.416969
0.4,0.0,0.0,0.1,0.0,0.5,0.440461
0.1,0.1,0.7,0.0,0.1,0.0,0.482767
0.4,0.1,0.0,0.3,0.2,0.0,0.367869
0.5,0.0,0.0,0.0,0.3,0.2,0.387972
0.3,0.0,0.2,0.0,0.3,0.2,0.388146
0.0,0.1,0.0,0.1,0.6,0.2,0.397785
0.0,0.2,0.1,0.4,0.0,0.3,0.4476449999999999
0.2,0.5,0.1,0.0,0.2,0.0,0.375866
0.0,0.6,0.1,0.1,0.0,0.2,0.413177
0.0,0.3,0.4,0.0,0.3,0.0,0.421822
0.1,0.2,0.5,0.2,0.0,0.0,0.4585439999999999
0.0,0.1,0.0,0.4,0.2,0.3,0.419512
0.0,0.0,0.5,0.0,0.1,0.4,0.4788739999999999
0.0,0.0,0.0,0.5,0.5,0.0,0.3917739999999999
0.0,0.1,0.1,0.4,0.0,0.4,0.56614
0.1,0.0,0.1,0.2,0.0,0.6,0.387938
0.0,0.1,0.7,0.1,0.0,0.1,0.545322
0.0,0.1,0.5,0.0,0.4,0.0,0.444534
0.1,0.0,0.4,0.4,0.1,0.0,0.4722979999999999
0.0,0.3,0.0,0.3,0.3,0.1,0.413422
0.6,0.3,0.0,0.1,0.0,0.0,0.342061
0.1,0.2,0.0,0.3,0.0,0.4,0.416926
0.3,0.1,0.0,0.1,0.5,0.0,0.369005
0.1,0.0,0.0,0.3,0.1,0.5,0.407284
0.7,0.0,0.0,0.0,0.1,0.2,0.394405
0.5,0.0,0.1,0.2,0.0,0.2,0.413089
0.2,0.0,0.1,0.4,0.3,0.0,0.359077
0.0,0.2,0.4,0.1,0.3,0.0,0.420416
0.0,0.2,0.0,0.1,0.0,0.7,0.519999
0.3,0.0,0.4,0.0,0.3,0.0,0.40988
0.1,0.0,0.5,0.0,0.2,0.2,0.436168
0.0,0.0,0.0,0.1,0.1,0.8,0.403292
0.0,0.7,0.1,0.1,0.1,0.0,0.377821
0.1,0.0,0.0,0.2,0.7,0.0,0.395322
0.8,0.0,0.0,0.0,0.1,0.1,0.382048
0.3,0.4,0.0,0.0,0.0,0.3,0.358617
0.0,0.1,0.0,0.1,0.2,0.6,0.387464
0.1,0.0,0.2,0.2,0.0,0.5,0.409232
0.5,0.0,0.0,0.1,0.3,0.1,0.380312
0.0,0.1,0.1,0.0,0.6,0.2,0.416889
0.1,0.0,0.3,0.0,0.3,0.3,0.44171
0.4,0.3,0.1,0.0,0.2,0.0,0.353286
0.3,0.0,0.0,0.2,0.5,0.0,0.395394
0.0,0.6,0.3,0.0,0.1,0.0,0.403463
0.4,0.0,0.6,0.0,0.0,0.0,0.451181
0.0,0.2,0.1,0.7,0.0,0.0,0.461182
0.5,0.1,0.0,0.2,0.2,0.0,0.365063
0.0,0.0,0.4,0.3,0.2,0.1,0.458101
0.0,0.2,0.3,0.4,0.1,0.0,0.395814
0.1,0.0,0.0,0.0,0.8,0.1,0.418473
0.8,0.1,0.0,0.0,0.1,0.0,0.363134
0.2,0.3,0.0,0.1,0.4,0.0,0.374308
0.1,0.0,0.1,0.8,0.0,0.0,0.443492
0.0,0.0,0.6,0.4,0.0,0.0,0.518469
0.1,0.4,0.0,0.4,0.1,0.0,0.374867
0.1,0.0,0.2,0.0,0.2,0.5,0.42008
0.0,0.3,0.3,0.0,0.2,0.2,0.396763
0.1,0.4,0.0,0.1,0.0,0.4,0.396627
0.0,0.3,0.6,0.0,0.1,0.0,0.49456
0.2,0.1,0.4,0.3,0.0,0.0,0.461579
0.2,0.2,0.0,0.1,0.0,0.5,0.372811
0.0,0.2,0.2,0.1,0.0,0.5,0.503422
0.0,0.0,0.0,0.5,0.4,0.1,0.43178
0.5,0.0,0.2,0.1,0.0,0.2,0.416058
0.2,0.0,0.1,0.5,0.0,0.2,0.488593
0.2,0.3,0.0,0.5,0.0,0.0,0.377342
0.0,0.1,0.3,0.1,0.5,0.0,0.418282
0.3,0.2,0.0,0.2,0.0,0.3,0.362064
0.6,0.0,0.0,0.0,0.3,0.1,0.377606
0.2,0.4,0.0,0.0,0.1,0.3,0.368827
0.4,0.0,0.1,0.0,0.2,0.3,0.400339
0.5,0.0,0.1,0.0,0.4,0.0,0.384793
0.2,0.0,0.0,0.2,0.1,0.5,0.384803
0.0,0.2,0.1,0.1,0.0,0.6,0.508478
0.1,0.2,0.0,0.0,0.1,0.6,0.393669
0.0,0.2,0.1,0.0,0.2,0.5,0.40216
0.2,0.2,0.3,0.0,0.0,0.3,0.404152
0.0,0.0,0.3,0.3,0.1,0.3,0.497359
0.3,0.0,0.1,0.5,0.0,0.1,0.4923479999999999
0.0,0.3,0.2,0.3,0.0,0.2,0.457714
0.4,0.0,0.1,0.0,0.1,0.4,0.431623
0.0,0.0,0.1,0.3,0.0,0.6,0.654929
0.1,0.0,0.0,0.8,0.0,0.1,0.55353
0.2,0.0,0.1,0.5,0.2,0.0,0.365195
0.0,0.2,0.5,0.0,0.0,0.3,0.493102
0.5,0.4,0.1,0.0,0.0,0.0,0.34568
0.1,0.1,0.6,0.2,0.0,0.0,0.467302
0.0,0.4,0.0,0.1,0.4,0.1,0.4034
0.1,0.2,0.3,0.4,0.0,0.0,0.403121
0.3,0.0,0.1,0.0,0.0,0.6,0.422625
0.2,0.4,0.3,0.0,0.0,0.1,0.398754
0.0,0.1,0.0,0.4,0.1,0.4,0.445877
0.1,0.0,0.0,0.1,0.1,0.7,0.388693
0.5,0.1,0.1,0.0,0.3,0.0,0.358547
0.0,0.3,0.6,0.1,0.0,0.0,0.468202
0.0,0.2,0.1,0.0,0.1,0.6,0.410362
0.1,0.3,0.0,0.1,0.0,0.5,0.404564
0.5,0.1,0.2,0.0,0.0,0.2,0.366551
0.4,0.0,0.0,0.2,0.0,0.4,0.4043239999999999
0.0,0.6,0.2,0.1,0.0,0.1,0.404935
0.0,0.0,0.3,0.4,0.2,0.1,0.423135
0.0,0.1,0.2,0.2,0.5,0.0,0.374933
0.0,0.4,0.1,0.0,0.0,0.5,0.482508
0.3,0.2,0.4,0.0,0.0,0.1,0.4059239999999999
0.3,0.0,0.0,0.3,0.3,0.1,0.396321
0.0,0.0,0.0,0.0,0.5,0.5,0.423901
0.0,0.4,0.0,0.4,0.2,0.0,0.394376
0.2,0.5,0.3,0.0,0.0,0.0,0.401116
0.0,0.1,0.1,0.0,0.7,0.1,0.403016
0.0,0.5,0.2,0.0,0.0,0.3,0.437562
0.2,0.1,0.6,0.0,0.1,0.0,0.4464579999999999
0.1,0.7,0.2,0.0,0.0,0.0,0.399723
0.3,0.3,0.4,0.0,0.0,0.0,0.406779
0.0,0.0,0.5,0.2,0.0,0.3,0.741081
0.0,0.5,0.0,0.2,0.3,0.0,0.3952469999999999
0.3,0.2,0.3,0.2,0.0,0.0,0.371066
0.3,0.1,0.3,0.0,0.0,0.3,0.413912
0.0,0.6,0.1,0.0,0.0,0.3,0.443006
0.1,0.1,0.0,0.0,0.0,0.8,0.3982199999999999
0.2,0.3,0.0,0.0,0.2,0.3,0.3618639999999999
0.1,0.5,0.0,0.0,0.1,0.3,0.3901
0.0,0.1,0.0,0.6,0.0,0.3,0.531813
0.0,0.3,0.5,0.1,0.0,0.1,0.487546
0.2,0.0,0.0,0.2,0.5,0.1,0.3909809999999999
0.2,0.0,0.4,0.1,0.0,0.3,0.497316
0.3,0.0,0.7,0.0,0.0,0.0,0.484274
0.3,0.0,0.0,0.1,0.1,0.5,0.416274
0.2,0.4,0.0,0.4,0.0,0.0,0.357122
0.2,0.1,0.0,0.0,0.4,0.3,0.37171
0.1,0.5,0.1,0.3,0.0,0.0,0.3789389999999999
0.3,0.0,0.2,0.5,0.0,0.0,0.4220899999999999
0.0,0.5,0.1,0.0,0.4,0.0,0.386923
0.3,0.0,0.3,0.4,0.0,0.0,0.451166
0.1,0.0,0.0,0.2,0.0,0.7,0.390897
0.6,0.0,0.1,0.0,0.3,0.0,0.388661
0.2,0.0,0.0,0.4,0.1,0.3,0.411174
0.0,0.0,0.0,0.3,0.4,0.3,0.427581
0.0,0.3,0.1,0.0,0.3,0.3,0.398456
0.3,0.3,0.0,0.0,0.0,0.4,0.36628
0.1,0.0,0.0,0.1,0.2,0.6,0.402401
0.0,0.1,0.0,0.4,0.4,0.1,0.417336
0.4,0.0,0.0,0.3,0.0,0.3,0.416197
0.1,0.8,0.0,0.0,0.0,0.1,0.4277
0.2,0.0,0.0,0.3,0.1,0.4,0.416959
0.4,0.0,0.5,0.1,0.0,0.0,0.433936
0.6,0.1,0.2,0.0,0.0,0.1,0.364121
0.4,0.4,0.0,0.1,0.1,0.0,0.360887
0.3,0.2,0.0,0.5,0.0,0.0,0.384792
0.2,0.0,0.0,0.5,0.1,0.2,0.425802
0.6,0.0,0.0,0.4,0.0,0.0,0.383401
0.0,0.5,0.0,0.0,0.4,0.1,0.4219989999999999
0.1,0.0,0.0,0.0,0.0,0.9,0.433296
0.2,0.2,0.5,0.0,0.1,0.0,0.42088
0.0,0.0,0.2,0.2,0.3,0.3,0.455822
0.0,0.0,0.5,0.3,0.1,0.1,0.5086689999999999
0.0,0.0,0.0,0.4,0.6,0.0,0.383678
0.0,0.3,0.0,0.1,0.1,0.5,0.434313
0.4,0.0,0.1,0.3,0.2,0.0,0.368984
0.1,0.1,0.0,0.0,0.4,0.4,0.391375
0.0,0.1,0.3,0.4,0.0,0.2,0.526784
0.3,0.1,0.4,0.2,0.0,0.0,0.430147
0.0,0.1,0.6,0.0,0.3,0.0,0.452003
0.2,0.4,0.0,0.0,0.3,0.1,0.376702
0.0,0.5,0.2,0.0,0.2,0.1,0.393469
0.0,0.0,0.4,0.1,0.5,0.0,0.4369989999999999
0.2,0.0,0.5,0.0,0.3,0.0,0.439671
0.1,0.2,0.4,0.0,0.3,0.0,0.420796
0.0,0.0,0.1,0.6,0.0,0.3,0.58783
0.1,0.1,0.0,0.0,0.7,0.1,0.3907
0.1,0.0,0.3,0.1,0.0,0.5,0.426857
0.2,0.1,0.4,0.0,0.0,0.3,0.442889
0.0,0.0,0.2,0.6,0.1,0.1,0.483811
0.1,0.6,0.0,0.0,0.0,0.3,0.422469
0.1,0.0,0.5,0.1,0.3,0.0,0.452709
0.0,0.0,0.4,0.1,0.0,0.5,0.619863
0.0,0.5,0.1,0.1,0.0,0.3,0.441892
0.3,0.0,0.2,0.2,0.0,0.3,0.425043
0.0,0.0,0.1,0.8,0.0,0.1,0.665678
0.2,0.0,0.0,0.1,0.5,0.2,0.408183
0.0,0.0,0.3,0.5,0.1,0.1,0.479264
0.1,0.4,0.2,0.0,0.3,0.0,0.399339
0.2,0.1,0.2,0.0,0.5,0.0,0.405955
0.1,0.1,0.0,0.3,0.5,0.0,0.389913
0.1,0.3,0.0,0.0,0.3,0.3,0.381763
0.3,0.2,0.2,0.0,0.3,0.0,0.385666
0.1,0.3,0.2,0.4,0.0,0.0,0.389908
0.0,0.0,0.5,0.1,0.4,0.0,0.430354
0.4,0.2,0.4,0.0,0.0,0.0,0.4123819999999999
0.0,0.0,0.0,0.4,0.2,0.4,0.445285
0.0,0.2,0.0,0.7,0.0,0.1,0.5218149999999999
0.9,0.0,0.0,0.1,0.0,0.0,0.382226
0.0,0.0,0.1,0.2,0.2,0.5,0.4240359999999999
0.0,0.0,0.3,0.3,0.0,0.4,0.624841
0.2,0.0,0.1,0.6,0.1,0.0,0.410087
0.1,0.0,0.1,0.5,0.0,0.3,0.478783
0.0,0.1,0.5,0.0,0.2,0.2,0.489452
0.0,0.0,0.1,0.0,0.0,0.9,0.5877
0.0,0.0,0.1,0.2,0.0,0.7,0.620499
0.2,0.4,0.1,0.0,0.3,0.0,0.3750949999999999
0.1,0.7,0.0,0.0,0.2,0.0,0.4223729999999999
0.0,0.3,0.2,0.1,0.4,0.0,0.374162
0.5,0.3,0.0,0.2,0.0,0.0,0.344145
0.0,0.1,0.2,0.5,0.2,0.0,0.375136
0.3,0.2,0.0,0.0,0.0,0.5,0.373678
0.3,0.0,0.0,0.3,0.2,0.2,0.396173
0.2,0.4,0.3,0.0,0.1,0.0,0.402873
0.0,0.0,0.3,0.0,0.7,0.0,0.433652
0.1,0.0,0.2,0.5,0.2,0.0,0.374908
0.3,0.0,0.0,0.2,0.1,0.4,0.403807
0.2,0.3,0.3,0.0,0.0,0.2,0.391309
0.3,0.0,0.0,0.0,0.5,0.2,0.392471
0.2,0.3,0.0,0.3,0.2,0.0,0.37093
0.1,0.2,0.0,0.6,0.1,0.0,0.388637
0.1,0.1,0.4,0.0,0.4,0.0,0.4409939999999999
0.1,0.1,0.6,0.0,0.0,0.2,0.488221
0.3,0.5,0.2,0.0,0.0,0.0,0.380331
0.4,0.0,0.3,0.0,0.1,0.2,0.4152979999999999
0.5,0.1,0.0,0.2,0.0,0.2,0.380263
0.0,0.1,0.1,0.5,0.3,0.0,0.364206
0.0,0.1,0.0,0.2,0.0,0.7,0.546883
0.1,0.0,0.0,0.0,0.1,0.8,0.4186109999999999
0.1,0.3,0.2,0.0,0.4,0.0,0.402706
0.0,0.2,0.1,0.5,0.2,0.0,0.3708849999999999
0.1,0.2,0.0,0.1,0.6,0.0,0.382642
0.4,0.0,0.1,0.0,0.3,0.2,0.39375
0.2,0.0,0.1,0.7,0.0,0.0,0.449376
0.0,0.0,0.3,0.1,0.4,0.2,0.41948
0.1,0.0,0.1,0.3,0.0,0.5,0.427993
0.3,0.0,0.1,0.1,0.5,0.0,0.389071
0.2,0.0,0.2,0.0,0.3,0.3,0.4378649999999999
0.0,0.3,0.3,0.1,0.3,0.0,0.397275
0.1,0.2,0.0,0.0,0.3,0.4,0.3885889999999999
0.0,0.1,0.3,0.0,0.2,0.4,0.452259
0.5,0.0,0.1,0.3,0.1,0.0,0.375926
0.0,0.1,0.4,0.0,0.4,0.1,0.450982
0.2,0.2,0.1,0.0,0.0,0.5,0.382189
0.1,0.0,0.4,0.2,0.3,0.0,0.418933
0.0,0.3,0.3,0.4,0.0,0.0,0.451779
0.0,0.7,0.0,0.0,0.1,0.2,0.436335
0.2,0.0,0.3,0.0,0.4,0.1,0.444881
0.0,0.0,0.2,0.5,0.1,0.2,0.4798739999999999
0.1,0.6,0.0,0.2,0.1,0.0,0.376279
0.0,0.4,0.3,0.3,0.0,0.0,0.426356
0.4,0.2,0.1,0.0,0.0,0.3,0.350896
0.1,0.0,0.0,0.6,0.3,0.0,0.367694
0.5,0.1,0.0,0.0,0.2,0.2,0.359703
0.2,0.0,0.2,0.0,0.1,0.5,0.429817
0.4,0.0,0.2,0.0,0.3,0.1,0.404033
0.7,0.0,0.1,0.0,0.1,0.1,0.385698
0.2,0.0,0.0,0.5,0.2,0.1,0.394085
0.0,0.4,0.0,0.1,0.3,0.2,0.389477
0.5,0.0,0.2,0.2,0.0,0.1,0.408072
0.0,0.5,0.4,0.0,0.1,0.0,0.420416
0.3,0.1,0.2,0.4,0.0,0.0,0.381177
0.1,0.2,0.1,0.0,0.0,0.6,0.384579
0.3,0.0,0.0,0.2,0.3,0.2,0.390359
0.1,0.0,0.3,0.5,0.0,0.1,0.479027
0.1,0.5,0.1,0.0,0.3,0.0,0.38415
0.0,0.5,0.4,0.1,0.0,0.0,0.4337569999999999
0.2,0.0,0.0,0.1,0.0,0.7,0.39185
0.0,0.4,0.6,0.0,0.0,0.0,0.467638
0.1,0.0,0.0,0.2,0.3,0.4,0.392098
0.0,0.4,0.0,0.0,0.0,0.6,0.497342
0.0,0.4,0.1,0.0,0.1,0.4,0.420884
0.3,0.2,0.4,0.0,0.1,0.0,0.399831
0.2,0.0,0.0,0.3,0.4,0.1,0.386511
0.0,0.2,0.3,0.3,0.2,0.0,0.374243
0.0,0.2,0.2,0.5,0.1,0.0,0.398301
0.3,0.1,0.1,0.5,0.0,0.0,0.397872
0.2,0.2,0.5,0.0,0.0,0.1,0.424775
0.3,0.5,0.0,0.0,0.0,0.2,0.358475
0.4,0.3,0.0,0.0,0.1,0.2,0.352946
0.4,0.0,0.3,0.0,0.0,0.3,0.4186069999999999
0.1,0.4,0.0,0.0,0.3,0.2,0.38797
0.7,0.0,0.2,0.1,0.0,0.0,0.403527
0.0,0.0,0.1,0.4,0.4,0.1,0.397255
0.2,0.1,0.0,0.5,0.0,0.2,0.42655
0.4,0.4,0.1,0.0,0.0,0.1,0.346831
0.1,0.4,0.5,0.0,0.0,0.0,0.4347189999999999
0.4,0.0,0.3,0.2,0.1,0.0,0.421212
0.1,0.0,0.7,0.1,0.0,0.1,0.60077
0.1,0.0,0.0,0.9,0.0,0.0,0.5092720000000001
0.0,0.0,0.5,0.0,0.3,0.2,0.481876
0.0,0.2,0.1,0.0,0.6,0.1,0.388592
0.3,0.0,0.0,0.4,0.3,0.0,0.375728
0.2,0.0,0.0,0.3,0.2,0.3,0.414246
0.3,0.4,0.1,0.2,0.0,0.0,0.344499
0.0,0.3,0.0,0.0,0.3,0.4,0.4138159999999999
0.0,0.6,0.0,0.1,0.2,0.1,0.385354
0.4,0.0,0.0,0.1,0.1,0.4,0.402758
0.0,0.1,0.0,0.2,0.1,0.6,0.395652
0.1,0.2,0.0,0.3,0.4,0.0,0.396308
0.0,0.2,0.3,0.1,0.0,0.4,0.499372
0.4,0.0,0.0,0.5,0.0,0.1,0.448097
0.1,0.0,0.0,0.2,0.5,0.2,0.430526
0.2,0.3,0.1,0.0,0.0,0.4,0.3799
0.0,0.0,0.1,0.9,0.0,0.0,0.614038
0.5,0.1,0.3,0.1,0.0,0.0,0.398032
0.0,0.4,0.1,0.3,0.0,0.2,0.458302
0.2,0.3,0.0,0.0,0.0,0.5,0.385416
0.1,0.3,0.5,0.0,0.1,0.0,0.4297109999999999
0.2,0.0,0.5,0.1,0.2,0.0,0.4479859999999999
0.3,0.4,0.2,0.0,0.1,0.0,0.378875
0.0,0.0,0.2,0.4,0.4,0.0,0.362851
0.0,0.3,0.1,0.2,0.0,0.4,0.466455
0.1,0.0,0.4,0.4,0.0,0.1,0.5926359999999999
0.0,0.6,0.0,0.1,0.1,0.2,0.404645
0.3,0.1,0.2,0.0,0.4,0.0,0.403991
0.3,0.0,0.3,0.0,0.3,0.1,0.459653
0.4,0.0,0.0,0.4,0.2,0.0,0.377133
0.4,0.3,0.0,0.0,0.3,0.0,0.37419
0.0,0.8,0.1,0.1,0.0,0.0,0.400555
0.0,0.3,0.1,0.0,0.1,0.5,0.43966
0.1,0.1,0.3,0.5,0.0,0.0,0.440777
0.0,0.2,0.2,0.1,0.5,0.0,0.388468
0.2,0.0,0.0,0.0,0.3,0.5,0.421885
0.0,0.1,0.3,0.0,0.1,0.5,0.417785
0.0,0.4,0.0,0.5,0.1,0.0,0.407264
0.6,0.1,0.3,0.0,0.0,0.0,0.383073
0.1,0.1,0.5,0.3,0.0,0.0,0.488797
0.0,0.0,0.1,0.0,0.3,0.6,0.4146829999999999
0.0,0.7,0.0,0.1,0.2,0.0,0.379313
0.6,0.2,0.1,0.1,0.0,0.0,0.353114
0.0,0.0,0.3,0.0,0.3,0.4,0.4593069999999999
0.6,0.0,0.4,0.0,0.0,0.0,0.404415
0.1,0.0,0.2,0.6,0.1,0.0,0.430222
0.1,0.1,0.0,0.1,0.7,0.0,0.3895
0.0,0.0,0.3,0.4,0.1,0.2,0.5129859999999999
0.5,0.1,0.2,0.0,0.2,0.0,0.376197
0.6,0.0,0.3,0.0,0.1,0.0,0.382819
0.0,0.7,0.2,0.1,0.0,0.0,0.400886
0.1,0.1,0.8,0.0,0.0,0.0,0.476571
0.2,0.4,0.0,0.3,0.0,0.1,0.371369
0.5,0.2,0.0,0.2,0.0,0.1,0.356165
0.3,0.1,0.0,0.3,0.3,0.0,0.374771
0.1,0.0,0.1,0.6,0.0,0.2,0.5021140000000001
0.0,0.0,0.4,0.1,0.1,0.4,0.503778
0.1,0.0,0.5,0.0,0.1,0.3,0.494326
0.1,0.0,0.0,0.3,0.2,0.4,0.439172
0.3,0.0,0.2,0.1,0.4,0.0,0.3972969999999999
0.1,0.1,0.0,0.7,0.0,0.1,0.467081
0.4,0.1,0.4,0.1,0.0,0.0,0.427137
0.2,0.1,0.3,0.0,0.4,0.0,0.428259
0.1,0.0,0.6,0.0,0.3,0.0,0.457367
0.1,0.0,0.1,0.3,0.5,0.0,0.375907
0.3,0.1,0.0,0.2,0.4,0.0,0.369129
0.3,0.6,0.1,0.0,0.0,0.0,0.368403
0.2,0.4,0.0,0.1,0.3,0.0,0.377692
0.1,0.0,0.0,0.2,0.4,0.3,0.42916
0.0,0.4,0.1,0.2,0.3,0.0,0.368697
0.4,0.0,0.3,0.2,0.0,0.1,0.459201
0.1,0.3,0.0,0.1,0.5,0.0,0.384725
0.0,0.2,0.2,0.0,0.1,0.5,0.452347
0.1,0.5,0.0,0.1,0.0,0.3,0.4023239999999999
0.1,0.3,0.0,0.0,0.6,0.0,0.3932469999999999
0.5,0.3,0.0,0.0,0.0,0.2,0.350817
0.5,0.0,0.2,0.0,0.2,0.1,0.399627
0.0,0.0,0.8,0.1,0.0,0.1,0.575466
0.0,0.0,0.9,0.1,0.0,0.0,0.650796
0.4,0.0,0.0,0.1,0.5,0.0,0.39812
0.6,0.0,0.0,0.2,0.1,0.1,0.39298
0.0,0.3,0.5,0.0,0.2,0.0,0.4448939999999999
0.4,0.0,0.1,0.1,0.0,0.4,0.400864
0.1,0.6,0.2,0.0,0.1,0.0,0.394886
0.0,0.1,0.1,0.1,0.7,0.0,0.389441
0.0,0.5,0.1,0.3,0.1,0.0,0.3738869999999999
0.0,0.7,0.1,0.0,0.1,0.1,0.393128
0.3,0.3,0.1,0.3,0.0,0.0,0.347604
0.0,0.1,0.0,0.0,0.0,0.9,0.530768
0.2,0.1,0.1,0.0,0.6,0.0,0.385393
0.0,0.5,0.0,0.1,0.4,0.0,0.392796
0.6,0.1,0.2,0.0,0.1,0.0,0.3896489999999999
0.1,0.0,0.4,0.2,0.0,0.3,0.6115689999999999
0.0,0.0,0.2,0.0,0.4,0.4,0.452715
0.1,0.0,0.1,0.0,0.0,0.8,0.4147439999999999
0.1,0.0,0.0,0.4,0.2,0.3,0.431227
0.2,0.3,0.0,0.0,0.5,0.0,0.399113
0.2,0.0,0.0,0.2,0.3,0.3,0.410609
0.0,0.0,0.4,0.0,0.1,0.5,0.481714
0.3,0.0,0.1,0.3,0.0,0.3,0.442499
0.0,0.0,0.0,0.9,0.0,0.1,0.581896
0.1,0.3,0.3,0.0,0.0,0.3,0.420642
0.0,0.0,0.2,0.3,0.5,0.0,0.37632
0.1,0.2,0.0,0.0,0.0,0.7,0.414756
0.0,0.1,0.1,0.0,0.1,0.7,0.391629
0.1,0.6,0.1,0.0,0.0,0.2,0.400831
0.0,0.0,0.3,0.2,0.1,0.4,0.4555729999999999
0.0,0.0,0.3,0.5,0.2,0.0,0.4006349999999999
0.0,0.2,0.2,0.3,0.0,0.3,0.4927609999999999
0.2,0.6,0.1,0.0,0.1,0.0,0.376104
0.0,0.1,0.3,0.5,0.0,0.1,0.5717369999999999
0.2,0.4,0.3,0.1,0.0,0.0,0.39203
0.0,0.1,0.0,0.0,0.7,0.2,0.409598
0.1,0.0,0.1,0.0,0.1,0.7,0.3996389999999999
0.0,0.9,0.0,0.0,0.1,0.0,0.411389
0.1,0.2,0.0,0.4,0.3,0.0,0.391101
