Ca_molar_fraction,Mn_molar_fraction,Co_molar_fraction,Ni_molar_fraction,Sn_molar_fraction,Sb_molar_fraction,overpotential_V
0.0,0.3,0.0,0.1,0.2,0.4,0.4977
0.0,0.2,0.0,0.0,0.5,0.3,0.4912939999999999
0.1,0.3,0.0,0.5,0.1,0.0,0.448696
0.0,0.0,0.0,0.4,0.0,0.6,0.471992
0.6,0.3,0.0,0.0,0.1,0.0,0.503406
0.0,0.0,0.1,0.1,0.2,0.6,0.446402
0.0,0.1,0.8,0.1,0.0,0.0,0.5010640000000001
0.4,0.1,0.1,0.0,0.0,0.4,0.55525
0.6,0.0,0.1,0.2,0.1,0.0,0.467058
0.0,0.1,0.2,0.0,0.3,0.4,0.48812
0.0,0.3,0.5,0.0,0.1,0.1,0.490296
0.0,0.0,0.5,0.2,0.1,0.2,0.478054
0.2,0.2,0.5,0.1,0.0,0.0,0.512795
0.1,0.0,0.2,0.0,0.3,0.4,0.473196
0.1,0.0,0.3,0.0,0.6,0.0,0.4517649999999999
0.0,0.0,0.3,0.2,0.5,0.0,0.440588
0.0,0.1,0.2,0.4,0.3,0.0,0.436353
0.2,0.2,0.1,0.0,0.5,0.0,0.426181
0.2,0.4,0.1,0.0,0.0,0.3,0.525688
0.6,0.2,0.0,0.0,0.1,0.1,0.517212
0.0,0.0,0.2,0.3,0.4,0.1,0.4651399999999999
0.0,0.0,0.3,0.4,0.3,0.0,0.456818
0.3,0.4,0.0,0.2,0.1,0.0,0.494452
0.0,0.8,0.0,0.1,0.1,0.0,0.529201
0.3,0.0,0.1,0.0,0.3,0.3,0.471412
0.2,0.0,0.4,0.0,0.1,0.3,0.524108
0.1,0.4,0.4,0.1,0.0,0.0,0.53047
0.3,0.3,0.3,0.1,0.0,0.0,0.5718479999999999
0.0,0.3,0.2,0.0,0.0,0.5,0.500758
0.1,0.0,0.0,0.3,0.6,0.0,0.4241439999999999
0.4,0.1,0.3,0.0,0.2,0.0,0.449788
0.5,0.0,0.1,0.4,0.0,0.0,0.4673229999999999
0.1,0.0,0.1,0.0,0.5,0.3,0.4575979999999999
0.0,0.1,0.0,0.0,0.5,0.4,0.4734489999999999
0.0,0.0,0.6,0.1,0.1,0.2,0.459879
0.0,0.3,0.0,0.3,0.4,0.0,0.439296
0.1,0.0,0.0,0.4,0.4,0.1,0.399748
0.0,0.2,0.4,0.1,0.0,0.3,0.565711
0.1,0.2,0.0,0.5,0.0,0.2,0.522698
0.1,0.3,0.5,0.0,0.0,0.1,0.498584
0.4,0.0,0.2,0.0,0.4,0.0,0.414382
0.0,0.1,0.7,0.2,0.0,0.0,0.477709
0.0,0.0,0.1,0.1,0.5,0.3,0.460338
0.2,0.0,0.6,0.1,0.0,0.1,0.481595
0.2,0.0,0.0,0.1,0.2,0.5,0.447088
0.3,0.0,0.0,0.6,0.0,0.1,0.448748
0.0,0.0,0.1,0.5,0.0,0.4,0.469278
0.4,0.0,0.0,0.1,0.4,0.1,0.41097
0.2,0.5,0.0,0.1,0.2,0.0,0.464912
0.1,0.3,0.6,0.0,0.0,0.0,0.488747
0.5,0.0,0.0,0.5,0.0,0.0,0.474313
0.0,0.1,0.1,0.0,0.3,0.5,0.490581
0.1,0.0,0.5,0.0,0.0,0.4,0.530334
0.0,0.0,0.1,0.4,0.3,0.2,0.4553779999999999
0.1,0.2,0.6,0.1,0.0,0.0,0.526452
0.2,0.3,0.0,0.1,0.0,0.4,0.5079239999999999
0.2,0.1,0.0,0.0,0.7,0.0,0.4368899999999999
0.0,0.0,0.0,0.0,0.6,0.4,0.463213
0.6,0.1,0.0,0.1,0.0,0.2,0.489202
0.2,0.0,0.0,0.7,0.1,0.0,0.414342
0.1,0.7,0.1,0.1,0.0,0.0,0.543567
0.0,0.0,0.0,0.1,0.5,0.4,0.46101
0.0,0.3,0.1,0.1,0.0,0.5,0.5531229999999999
0.5,0.0,0.2,0.3,0.0,0.0,0.497863
0.0,0.4,0.3,0.0,0.1,0.2,0.507101
0.1,0.4,0.0,0.2,0.0,0.3,0.537926
0.7,0.1,0.0,0.0,0.0,0.2,0.535195
0.6,0.4,0.0,0.0,0.0,0.0,0.610908
0.1,0.1,0.0,0.1,0.0,0.7,0.5272439999999999
0.0,0.3,0.4,0.0,0.1,0.2,0.4946359999999999
0.2,0.0,0.0,0.6,0.1,0.1,0.408778
0.1,0.0,0.0,0.7,0.2,0.0,0.4130939999999999
0.5,0.2,0.2,0.1,0.0,0.0,0.516556
0.0,0.0,0.1,0.4,0.1,0.4,0.452314
0.0,0.0,0.0,0.7,0.3,0.0,0.432672
0.0,0.5,0.0,0.0,0.2,0.3,0.499188
0.3,0.3,0.0,0.3,0.1,0.0,0.489127
0.1,0.2,0.6,0.0,0.1,0.0,0.4851109999999999
0.4,0.2,0.1,0.0,0.3,0.0,0.451658
0.5,0.0,0.0,0.0,0.5,0.0,0.42795
0.4,0.0,0.0,0.1,0.0,0.5,0.4996
0.1,0.1,0.7,0.0,0.1,0.0,0.483124
0.4,0.1,0.0,0.3,0.2,0.0,0.441341
0.5,0.0,0.0,0.0,0.3,0.2,0.442521
0.3,0.0,0.2,0.0,0.3,0.2,0.464127
0.0,0.1,0.0,0.1,0.6,0.2,0.470964
0.0,0.2,0.1,0.4,0.0,0.3,0.517949
0.2,0.5,0.1,0.0,0.2,0.0,0.495788
0.0,0.6,0.1,0.1,0.0,0.2,0.482401
0.0,0.3,0.4,0.0,0.3,0.0,0.4459149999999999
0.1,0.2,0.5,0.2,0.0,0.0,0.495888
0.0,0.1,0.0,0.4,0.2,0.3,0.469196
0.0,0.0,0.5,0.0,0.1,0.4,0.475925
0.0,0.0,0.0,0.5,0.5,0.0,0.441375
0.0,0.1,0.1,0.4,0.0,0.4,0.498505
0.1,0.0,0.1,0.2,0.0,0.6,0.487952
0.0,0.1,0.7,0.1,0.0,0.1,0.482535
0.0,0.1,0.5,0.0,0.4,0.0,0.462591
0.1,0.0,0.4,0.4,0.1,0.0,0.42682
0.0,0.3,0.0,0.3,0.3,0.1,0.4522489999999999
0.6,0.3,0.0,0.1,0.0,0.0,0.507498
0.1,0.2,0.0,0.3,0.0,0.4,0.508717
0.3,0.1,0.0,0.1,0.5,0.0,0.4296529999999999
0.1,0.0,0.0,0.3,0.1,0.5,0.44176
0.7,0.0,0.0,0.0,0.1,0.2,0.4872189999999999
0.5,0.0,0.1,0.2,0.0,0.2,0.471927
0.2,0.0,0.1,0.4,0.3,0.0,0.406097
0.0,0.2,0.4,0.1,0.3,0.0,0.470087
0.0,0.2,0.0,0.1,0.0,0.7,0.4951609999999999
0.3,0.0,0.4,0.0,0.3,0.0,0.442302
0.1,0.0,0.5,0.0,0.2,0.2,0.459398
0.0,0.0,0.0,0.1,0.1,0.8,0.454967
0.0,0.7,0.1,0.1,0.1,0.0,0.470364
0.1,0.0,0.0,0.2,0.7,0.0,0.434731
0.8,0.0,0.0,0.0,0.1,0.1,0.5108779999999999
0.3,0.4,0.0,0.0,0.0,0.3,0.540503
0.0,0.1,0.0,0.1,0.2,0.6,0.475469
0.1,0.0,0.2,0.2,0.0,0.5,0.480712
0.5,0.0,0.0,0.1,0.3,0.1,0.427684
0.0,0.1,0.1,0.0,0.6,0.2,0.469992
0.1,0.0,0.3,0.0,0.3,0.3,0.486404
0.4,0.3,0.1,0.0,0.2,0.0,0.467242
0.3,0.0,0.0,0.2,0.5,0.0,0.409436
0.0,0.6,0.3,0.0,0.1,0.0,0.503807
0.4,0.0,0.6,0.0,0.0,0.0,0.500671
0.0,0.2,0.1,0.7,0.0,0.0,0.445831
0.5,0.1,0.0,0.2,0.2,0.0,0.457635
0.0,0.0,0.4,0.3,0.2,0.1,0.477802
0.0,0.2,0.3,0.4,0.1,0.0,0.444792
0.1,0.0,0.0,0.0,0.8,0.1,0.447006
0.8,0.1,0.0,0.0,0.1,0.0,0.496158
0.2,0.3,0.0,0.1,0.4,0.0,0.4459479999999999
0.1,0.0,0.1,0.8,0.0,0.0,0.436391
0.0,0.0,0.6,0.4,0.0,0.0,0.487257
0.1,0.4,0.0,0.4,0.1,0.0,0.4804739999999999
0.1,0.0,0.2,0.0,0.2,0.5,0.4795939999999999
0.0,0.3,0.3,0.0,0.2,0.2,0.497486
0.1,0.4,0.0,0.1,0.0,0.4,0.600978
0.0,0.3,0.6,0.0,0.1,0.0,0.484221
0.2,0.1,0.4,0.3,0.0,0.0,0.48252
0.2,0.2,0.0,0.1,0.0,0.5,0.528759
0.0,0.2,0.2,0.1,0.0,0.5,0.505875
0.0,0.0,0.0,0.5,0.4,0.1,0.405981
0.5,0.0,0.2,0.1,0.0,0.2,0.509306
0.2,0.0,0.1,0.5,0.0,0.2,0.446168
0.2,0.3,0.0,0.5,0.0,0.0,0.482447
0.0,0.1,0.3,0.1,0.5,0.0,0.4714319999999999
0.3,0.2,0.0,0.2,0.0,0.3,0.513513
0.6,0.0,0.0,0.0,0.3,0.1,0.455259
0.2,0.4,0.0,0.0,0.1,0.3,0.49922
0.4,0.0,0.1,0.0,0.2,0.3,0.454578
0.5,0.0,0.1,0.0,0.4,0.0,0.425834
0.2,0.0,0.0,0.2,0.1,0.5,0.442817
0.0,0.2,0.1,0.1,0.0,0.6,0.49687
0.1,0.2,0.0,0.0,0.1,0.6,0.496527
0.0,0.2,0.1,0.0,0.2,0.5,0.5054270000000001
0.2,0.2,0.3,0.0,0.0,0.3,0.492537
0.0,0.0,0.3,0.3,0.1,0.3,0.4662779999999999
0.3,0.0,0.1,0.5,0.0,0.1,0.4369729999999999
0.0,0.3,0.2,0.3,0.0,0.2,0.528957
0.4,0.0,0.1,0.0,0.1,0.4,0.46829
0.0,0.0,0.1,0.3,0.0,0.6,0.473902
0.1,0.0,0.0,0.8,0.0,0.1,0.432106
0.2,0.0,0.1,0.5,0.2,0.0,0.400957
0.0,0.2,0.5,0.0,0.0,0.3,0.574489
0.5,0.4,0.1,0.0,0.0,0.0,0.510469
0.1,0.1,0.6,0.2,0.0,0.0,0.491045
0.0,0.4,0.0,0.1,0.4,0.1,0.471919
0.1,0.2,0.3,0.4,0.0,0.0,0.460684
0.3,0.0,0.1,0.0,0.0,0.6,0.545826
0.2,0.4,0.3,0.0,0.0,0.1,0.507785
0.0,0.1,0.0,0.4,0.1,0.4,0.4529069999999999
0.1,0.0,0.0,0.1,0.1,0.7,0.436676
0.5,0.1,0.1,0.0,0.3,0.0,0.4389149999999999
0.0,0.3,0.6,0.1,0.0,0.0,0.476176
0.0,0.2,0.1,0.0,0.1,0.6,0.493514
0.1,0.3,0.0,0.1,0.0,0.5,0.538846
0.5,0.1,0.2,0.0,0.0,0.2,0.554534
0.4,0.0,0.0,0.2,0.0,0.4,0.4689899999999999
0.0,0.6,0.2,0.1,0.0,0.1,0.528231
0.0,0.0,0.3,0.4,0.2,0.1,0.475918
0.0,0.1,0.2,0.2,0.5,0.0,0.450136
0.0,0.4,0.1,0.0,0.0,0.5,0.5280590000000001
0.3,0.2,0.4,0.0,0.0,0.1,0.503302
0.3,0.0,0.0,0.3,0.3,0.1,0.396478
0.0,0.0,0.0,0.0,0.5,0.5,0.459117
0.0,0.4,0.0,0.4,0.2,0.0,0.472751
0.2,0.5,0.3,0.0,0.0,0.0,0.547272
0.0,0.1,0.1,0.0,0.7,0.1,0.476985
0.0,0.5,0.2,0.0,0.0,0.3,0.564045
0.2,0.1,0.6,0.0,0.1,0.0,0.494828
0.1,0.7,0.2,0.0,0.0,0.0,0.59982
0.3,0.3,0.4,0.0,0.0,0.0,0.586413
0.0,0.0,0.5,0.2,0.0,0.3,0.502236
0.0,0.5,0.0,0.2,0.3,0.0,0.480228
0.3,0.2,0.3,0.2,0.0,0.0,0.498245
0.3,0.1,0.3,0.0,0.0,0.3,0.5672699999999999
0.0,0.6,0.1,0.0,0.0,0.3,0.603965
0.1,0.1,0.0,0.0,0.0,0.8,0.556806
0.2,0.3,0.0,0.0,0.2,0.3,0.4967859999999999
0.1,0.5,0.0,0.0,0.1,0.3,0.508116
0.0,0.1,0.0,0.6,0.0,0.3,0.479201
0.0,0.3,0.5,0.1,0.0,0.1,0.4922289999999999
0.2,0.0,0.0,0.2,0.5,0.1,0.403891
0.2,0.0,0.4,0.1,0.0,0.3,0.552663
0.3,0.0,0.7,0.0,0.0,0.0,0.462502
0.3,0.0,0.0,0.1,0.1,0.5,0.457952
0.2,0.4,0.0,0.4,0.0,0.0,0.509047
0.2,0.1,0.0,0.0,0.4,0.3,0.46498
0.1,0.5,0.1,0.3,0.0,0.0,0.5054649999999999
0.3,0.0,0.2,0.5,0.0,0.0,0.43035
0.0,0.5,0.1,0.0,0.4,0.0,0.460187
0.3,0.0,0.3,0.4,0.0,0.0,0.43182
0.1,0.0,0.0,0.2,0.0,0.7,0.4491159999999999
0.6,0.0,0.1,0.0,0.3,0.0,0.431329
0.2,0.0,0.0,0.4,0.1,0.3,0.409771
0.0,0.0,0.0,0.3,0.4,0.3,0.443877
0.0,0.3,0.1,0.0,0.3,0.3,0.4802
0.3,0.3,0.0,0.0,0.0,0.4,0.51832
0.1,0.0,0.0,0.1,0.2,0.6,0.43717
0.0,0.1,0.0,0.4,0.4,0.1,0.416599
0.4,0.0,0.0,0.3,0.0,0.3,0.427
0.1,0.8,0.0,0.0,0.0,0.1,0.5403439999999999
0.2,0.0,0.0,0.3,0.1,0.4,0.429015
0.4,0.0,0.5,0.1,0.0,0.0,0.4572729999999999
0.6,0.1,0.2,0.0,0.0,0.1,0.526927
0.4,0.4,0.0,0.1,0.1,0.0,0.5095189999999999
0.3,0.2,0.0,0.5,0.0,0.0,0.468168
0.2,0.0,0.0,0.5,0.1,0.2,0.414525
0.6,0.0,0.0,0.4,0.0,0.0,0.499395
0.0,0.5,0.0,0.0,0.4,0.1,0.474577
0.1,0.0,0.0,0.0,0.0,0.9,0.53188
0.2,0.2,0.5,0.0,0.1,0.0,0.501581
0.0,0.0,0.2,0.2,0.3,0.3,0.485884
0.0,0.0,0.5,0.3,0.1,0.1,0.476095
0.0,0.0,0.0,0.4,0.6,0.0,0.439681
0.0,0.3,0.0,0.1,0.1,0.5,0.474236
0.4,0.0,0.1,0.3,0.2,0.0,0.411892
0.1,0.1,0.0,0.0,0.4,0.4,0.4739899999999999
0.0,0.1,0.3,0.4,0.0,0.2,0.5108699999999999
0.3,0.1,0.4,0.2,0.0,0.0,0.4835609999999999
0.0,0.1,0.6,0.0,0.3,0.0,0.4732729999999999
0.2,0.4,0.0,0.0,0.3,0.1,0.484645
0.0,0.5,0.2,0.0,0.2,0.1,0.4687689999999999
0.0,0.0,0.4,0.1,0.5,0.0,0.4495409999999999
0.2,0.0,0.5,0.0,0.3,0.0,0.461768
0.1,0.2,0.4,0.0,0.3,0.0,0.4422109999999999
0.0,0.0,0.1,0.6,0.0,0.3,0.462387
0.1,0.1,0.0,0.0,0.7,0.1,0.464091
0.1,0.0,0.3,0.1,0.0,0.5,0.5029520000000001
0.2,0.1,0.4,0.0,0.0,0.3,0.568155
0.0,0.0,0.2,0.6,0.1,0.1,0.458995
0.1,0.6,0.0,0.0,0.0,0.3,0.5690569999999999
0.1,0.0,0.5,0.1,0.3,0.0,0.46767
0.0,0.0,0.4,0.1,0.0,0.5,0.524717
0.0,0.5,0.1,0.1,0.0,0.3,0.56723
0.3,0.0,0.2,0.2,0.0,0.3,0.490649
0.0,0.0,0.1,0.8,0.0,0.1,0.44095
0.2,0.0,0.0,0.1,0.5,0.2,0.418463
0.0,0.0,0.3,0.5,0.1,0.1,0.471811
0.1,0.4,0.2,0.0,0.3,0.0,0.466813
0.2,0.1,0.2,0.0,0.5,0.0,0.438111
0.1,0.1,0.0,0.3,0.5,0.0,0.42053
0.1,0.3,0.0,0.0,0.3,0.3,0.484863
0.3,0.2,0.2,0.0,0.3,0.0,0.450669
0.1,0.3,0.2,0.4,0.0,0.0,0.479985
0.0,0.0,0.5,0.1,0.4,0.0,0.448204
0.4,0.2,0.4,0.0,0.0,0.0,0.5233
0.0,0.0,0.0,0.4,0.2,0.4,0.43536
0.0,0.2,0.0,0.7,0.0,0.1,0.478105
0.9,0.0,0.0,0.1,0.0,0.0,0.5580579999999999
0.0,0.0,0.1,0.2,0.2,0.5,0.462372
0.0,0.0,0.3,0.3,0.0,0.4,0.462413
0.2,0.0,0.1,0.6,0.1,0.0,0.399815
0.1,0.0,0.1,0.5,0.0,0.3,0.459129
0.0,0.1,0.5,0.0,0.2,0.2,0.4945199999999999
0.0,0.0,0.1,0.0,0.0,0.9,0.5451090000000001
0.0,0.0,0.1,0.2,0.0,0.7,0.466196
0.2,0.4,0.1,0.0,0.3,0.0,0.446244
0.1,0.7,0.0,0.0,0.2,0.0,0.459885
0.0,0.3,0.2,0.1,0.4,0.0,0.434287
0.5,0.3,0.0,0.2,0.0,0.0,0.496264
0.0,0.1,0.2,0.5,0.2,0.0,0.4288979999999999
0.3,0.2,0.0,0.0,0.0,0.5,0.4719399999999999
0.3,0.0,0.0,0.3,0.2,0.2,0.405732
0.2,0.4,0.3,0.0,0.1,0.0,0.500405
0.0,0.0,0.3,0.0,0.7,0.0,0.4476279999999999
0.1,0.0,0.2,0.5,0.2,0.0,0.40609
0.3,0.0,0.0,0.2,0.1,0.4,0.452192
0.2,0.3,0.3,0.0,0.0,0.2,0.5252439999999999
0.3,0.0,0.0,0.0,0.5,0.2,0.429702
0.2,0.3,0.0,0.3,0.2,0.0,0.4529289999999999
0.1,0.2,0.0,0.6,0.1,0.0,0.434332
0.1,0.1,0.4,0.0,0.4,0.0,0.468914
0.1,0.1,0.6,0.0,0.0,0.2,0.557702
0.3,0.5,0.2,0.0,0.0,0.0,0.55606
0.4,0.0,0.3,0.0,0.1,0.2,0.495174
0.5,0.1,0.0,0.2,0.0,0.2,0.486887
0.0,0.1,0.1,0.5,0.3,0.0,0.423609
0.0,0.1,0.0,0.2,0.0,0.7,0.5159090000000001
0.1,0.0,0.0,0.0,0.1,0.8,0.4615859999999999
0.1,0.3,0.2,0.0,0.4,0.0,0.428476
0.0,0.2,0.1,0.5,0.2,0.0,0.413249
0.1,0.2,0.0,0.1,0.6,0.0,0.438249
0.4,0.0,0.1,0.0,0.3,0.2,0.436525
0.2,0.0,0.1,0.7,0.0,0.0,0.432812
0.0,0.0,0.3,0.1,0.4,0.2,0.469879
0.1,0.0,0.1,0.3,0.0,0.5,0.467538
0.3,0.0,0.1,0.1,0.5,0.0,0.4122989999999999
0.2,0.0,0.2,0.0,0.3,0.3,0.465658
0.0,0.3,0.3,0.1,0.3,0.0,0.432052
0.1,0.2,0.0,0.0,0.3,0.4,0.467141
0.0,0.1,0.3,0.0,0.2,0.4,0.485951
0.5,0.0,0.1,0.3,0.1,0.0,0.4473649999999999
0.0,0.1,0.4,0.0,0.4,0.1,0.493339
0.2,0.2,0.1,0.0,0.0,0.5,0.57211
0.1,0.0,0.4,0.2,0.3,0.0,0.455021
0.0,0.3,0.3,0.4,0.0,0.0,0.4733449999999999
0.0,0.7,0.0,0.0,0.1,0.2,0.500725
0.2,0.0,0.3,0.0,0.4,0.1,0.466967
0.0,0.0,0.2,0.5,0.1,0.2,0.465974
0.1,0.6,0.0,0.2,0.1,0.0,0.519467
0.0,0.4,0.3,0.3,0.0,0.0,0.528556
0.4,0.2,0.1,0.0,0.0,0.3,0.5324840000000001
0.1,0.0,0.0,0.6,0.3,0.0,0.413204
0.5,0.1,0.0,0.0,0.2,0.2,0.452889
0.2,0.0,0.2,0.0,0.1,0.5,0.4864989999999999
0.4,0.0,0.2,0.0,0.3,0.1,0.44309
0.7,0.0,0.1,0.0,0.1,0.1,0.476937
0.2,0.0,0.0,0.5,0.2,0.1,0.406817
0.0,0.4,0.0,0.1,0.3,0.2,0.49228
0.5,0.0,0.2,0.2,0.0,0.1,0.494507
0.0,0.5,0.4,0.0,0.1,0.0,0.486699
0.3,0.1,0.2,0.4,0.0,0.0,0.471974
0.1,0.2,0.1,0.0,0.0,0.6,0.506679
0.3,0.0,0.0,0.2,0.3,0.2,0.413188
0.1,0.0,0.3,0.5,0.0,0.1,0.442572
0.1,0.5,0.1,0.0,0.3,0.0,0.450863
0.0,0.5,0.4,0.1,0.0,0.0,0.495561
0.2,0.0,0.0,0.1,0.0,0.7,0.525937
0.0,0.4,0.6,0.0,0.0,0.0,0.4883909999999999
0.1,0.0,0.0,0.2,0.3,0.4,0.4513109999999999
0.0,0.4,0.0,0.0,0.0,0.6,0.489351
0.0,0.4,0.1,0.0,0.1,0.4,0.4922689999999999
0.3,0.2,0.4,0.0,0.1,0.0,0.472725
0.2,0.0,0.0,0.3,0.4,0.1,0.4006139999999999
0.0,0.2,0.3,0.3,0.2,0.0,0.455603
0.0,0.2,0.2,0.5,0.1,0.0,0.420266
0.3,0.1,0.1,0.5,0.0,0.0,0.468522
0.2,0.2,0.5,0.0,0.0,0.1,0.580788
0.3,0.5,0.0,0.0,0.0,0.2,0.5917180000000001
0.4,0.3,0.0,0.0,0.1,0.2,0.508121
0.4,0.0,0.3,0.0,0.0,0.3,0.528633
0.1,0.4,0.0,0.0,0.3,0.2,0.470572
0.7,0.0,0.2,0.1,0.0,0.0,0.504437
0.0,0.0,0.1,0.4,0.4,0.1,0.448029
0.2,0.1,0.0,0.5,0.0,0.2,0.464397
0.4,0.4,0.1,0.0,0.0,0.1,0.547557
0.1,0.4,0.5,0.0,0.0,0.0,0.557763
0.4,0.0,0.3,0.2,0.1,0.0,0.446568
0.1,0.0,0.7,0.1,0.0,0.1,0.463814
0.1,0.0,0.0,0.9,0.0,0.0,0.438493
0.0,0.0,0.5,0.0,0.3,0.2,0.4763949999999999
0.0,0.2,0.1,0.0,0.6,0.1,0.478274
0.3,0.0,0.0,0.4,0.3,0.0,0.405911
0.2,0.0,0.0,0.3,0.2,0.3,0.402616
0.3,0.4,0.1,0.2,0.0,0.0,0.51045
0.0,0.3,0.0,0.0,0.3,0.4,0.500271
0.0,0.6,0.0,0.1,0.2,0.1,0.4684029999999999
0.4,0.0,0.0,0.1,0.1,0.4,0.4529319999999999
0.0,0.1,0.0,0.2,0.1,0.6,0.47056
0.1,0.2,0.0,0.3,0.4,0.0,0.42045
0.0,0.2,0.3,0.1,0.0,0.4,0.521837
0.4,0.0,0.0,0.5,0.0,0.1,0.457475
0.1,0.0,0.0,0.2,0.5,0.2,0.417116
0.2,0.3,0.1,0.0,0.0,0.4,0.508548
0.0,0.0,0.1,0.9,0.0,0.0,0.464189
0.5,0.1,0.3,0.1,0.0,0.0,0.583084
0.0,0.4,0.1,0.3,0.0,0.2,0.567367
0.2,0.3,0.0,0.0,0.0,0.5,0.576969
0.1,0.3,0.5,0.0,0.1,0.0,0.497102
0.2,0.0,0.5,0.1,0.2,0.0,0.4668319999999999
0.3,0.4,0.2,0.0,0.1,0.0,0.5004270000000001
0.0,0.0,0.2,0.4,0.4,0.0,0.44117
0.0,0.3,0.1,0.2,0.0,0.4,0.551421
0.1,0.0,0.4,0.4,0.0,0.1,0.445456
0.0,0.6,0.0,0.1,0.1,0.2,0.4935989999999999
0.3,0.1,0.2,0.0,0.4,0.0,0.433958
0.3,0.0,0.3,0.0,0.3,0.1,0.451917
0.4,0.0,0.0,0.4,0.2,0.0,0.424434
0.4,0.3,0.0,0.0,0.3,0.0,0.477806
0.0,0.8,0.1,0.1,0.0,0.0,0.580339
0.0,0.3,0.1,0.0,0.1,0.5,0.476338
0.1,0.1,0.3,0.5,0.0,0.0,0.424242
0.0,0.2,0.2,0.1,0.5,0.0,0.454038
0.2,0.0,0.0,0.0,0.3,0.5,0.455716
0.0,0.1,0.3,0.0,0.1,0.5,0.494784
0.0,0.4,0.0,0.5,0.1,0.0,0.475203
0.6,0.1,0.3,0.0,0.0,0.0,0.5818979999999999
0.1,0.1,0.5,0.3,0.0,0.0,0.464074
0.0,0.0,0.1,0.0,0.3,0.6,0.4420739999999999
0.0,0.7,0.0,0.1,0.2,0.0,0.4701689999999999
0.6,0.2,0.1,0.1,0.0,0.0,0.505074
0.0,0.0,0.3,0.0,0.3,0.4,0.483757
0.6,0.0,0.4,0.0,0.0,0.0,0.482085
0.1,0.0,0.2,0.6,0.1,0.0,0.407738
0.1,0.1,0.0,0.1,0.7,0.0,0.450293
0.0,0.0,0.3,0.4,0.1,0.2,0.4801979999999999
0.5,0.1,0.2,0.0,0.2,0.0,0.467395
0.6,0.0,0.3,0.0,0.1,0.0,0.492067
0.0,0.7,0.2,0.1,0.0,0.0,0.514893
0.1,0.1,0.8,0.0,0.0,0.0,0.523153
0.2,0.4,0.0,0.3,0.0,0.1,0.522989
0.5,0.2,0.0,0.2,0.0,0.1,0.513542
0.3,0.1,0.0,0.3,0.3,0.0,0.426196
0.1,0.0,0.1,0.6,0.0,0.2,0.452266
0.0,0.0,0.4,0.1,0.1,0.4,0.482687
0.1,0.0,0.5,0.0,0.1,0.3,0.4998649999999999
0.1,0.0,0.0,0.3,0.2,0.4,0.435535
0.3,0.0,0.2,0.1,0.4,0.0,0.4265609999999999
0.1,0.1,0.0,0.7,0.0,0.1,0.473435
0.4,0.1,0.4,0.1,0.0,0.0,0.501598
0.2,0.1,0.3,0.0,0.4,0.0,0.4527069999999999
0.1,0.0,0.6,0.0,0.3,0.0,0.461622
0.1,0.0,0.1,0.3,0.5,0.0,0.4232979999999999
0.3,0.1,0.0,0.2,0.4,0.0,0.428354
0.3,0.6,0.1,0.0,0.0,0.0,0.490725
0.2,0.4,0.0,0.1,0.3,0.0,0.4521779999999999
0.1,0.0,0.0,0.2,0.4,0.3,0.435501
0.0,0.4,0.1,0.2,0.3,0.0,0.448409
0.4,0.0,0.3,0.2,0.0,0.1,0.484571
0.1,0.3,0.0,0.1,0.5,0.0,0.445202
0.0,0.2,0.2,0.0,0.1,0.5,0.513825
0.1,0.5,0.0,0.1,0.0,0.3,0.502012
0.1,0.3,0.0,0.0,0.6,0.0,0.4429369999999999
0.5,0.3,0.0,0.0,0.0,0.2,0.521134
0.5,0.0,0.2,0.0,0.2,0.1,0.4553279999999999
0.0,0.0,0.8,0.1,0.0,0.1,0.469207
0.0,0.0,0.9,0.1,0.0,0.0,0.449692
0.4,0.0,0.0,0.1,0.5,0.0,0.429376
0.6,0.0,0.0,0.2,0.1,0.1,0.481756
0.0,0.3,0.5,0.0,0.2,0.0,0.479192
0.4,0.0,0.1,0.1,0.0,0.4,0.548932
0.1,0.6,0.2,0.0,0.1,0.0,0.519994
0.0,0.1,0.1,0.1,0.7,0.0,0.4662479999999999
0.0,0.5,0.1,0.3,0.1,0.0,0.502903
0.0,0.7,0.1,0.0,0.1,0.1,0.535806
0.3,0.3,0.1,0.3,0.0,0.0,0.5529390000000001
0.0,0.1,0.0,0.0,0.0,0.9,0.531608
0.2,0.1,0.1,0.0,0.6,0.0,0.433687
0.0,0.5,0.0,0.1,0.4,0.0,0.461521
0.6,0.1,0.2,0.0,0.1,0.0,0.488656
0.1,0.0,0.4,0.2,0.0,0.3,0.523482
0.0,0.0,0.2,0.0,0.4,0.4,0.4673989999999999
0.1,0.0,0.1,0.0,0.0,0.8,0.5011180000000001
0.1,0.0,0.0,0.4,0.2,0.3,0.410571
0.2,0.3,0.0,0.0,0.5,0.0,0.4457489999999999
0.2,0.0,0.0,0.2,0.3,0.3,0.4297539999999999
0.0,0.0,0.4,0.0,0.1,0.5,0.483008
0.3,0.0,0.1,0.3,0.0,0.3,0.445156
0.0,0.0,0.0,0.9,0.0,0.1,0.4538399999999999
0.1,0.3,0.3,0.0,0.0,0.3,0.520054
0.0,0.0,0.2,0.3,0.5,0.0,0.45063
0.1,0.2,0.0,0.0,0.0,0.7,0.5009899999999999
0.0,0.1,0.1,0.0,0.1,0.7,0.489114
0.1,0.6,0.1,0.0,0.0,0.2,0.502616
